Site,year,month,Tmax,Tmin,AFdays,Precip
Oxford,1931,1,6.5,0.8,14,36.2
Oxford,1931,2,7.4,1.3,6,43.7
Oxford,1931,3,9.2,0.3,16,3.7
Oxford,1931,4,11.8,4.7,0,75.8
Oxford,1931,5,16.1,7.8,0,72.8
Oxford,1931,6,19.5,11.0,0,89.7
Oxford,1931,7,19.6,12.1,0,80.6
Oxford,1931,8,19.1,11.2,0,90.4
Oxford,1931,9,15.7,8.3,0,62.9
Oxford,1931,10,13.4,5.2,8,18.1
Oxford,1931,11,11.0,5.1,1,90.6
Oxford,1931,12,7.8,2.8,6,28.8
Oxford,1932,1,9.4,3.5,5,38.3
Oxford,1932,2,5.8,-0.4,17,3.5
Oxford,1932,3,9.6,0.4,15,54.4
Oxford,1932,4,11.3,3.8,1,62.1
Oxford,1932,5,14.8,7.5,0,139.1
Oxford,1932,6,19.2,9.5,0,14.6
Oxford,1932,7,20.6,12.7,0,61.6
Oxford,1932,8,22.9,13.6,0,64.7
Oxford,1932,9,17.7,9.7,0,66.0
Oxford,1932,10,13.1,5.9,1,120.8
Oxford,1932,11,9.6,4.0,1,31.5
Oxford,1932,12,8.2,3.5,4,17.7
Oxford,1933,1,5.3,-0.7,19,44.5
Oxford,1933,2,7.9,1.4,14,88.6
Oxford,1933,3,12.9,3.3,4,60.6
Oxford,1933,4,14.4,4.5,2,25.3
Oxford,1933,5,17.7,8.1,0,44.9
Oxford,1933,6,21.4,10.6,0,34.1
Oxford,1933,7,23.9,13.6,0,47.5
Oxford,1933,8,24.6,12.7,0,20.5
Oxford,1933,9,20.6,10.7,0,52.8
Oxford,1933,10,14.0,6.7,1,36.3
Oxford,1933,11,8.8,2.8,6,28.5
Oxford,1933,12,3.5,-0.7,16,7.8
Oxford,1934,1,7.5,0.6,12,47.8
Oxford,1934,2,7.5,-0.5,14,7.7
Oxford,1934,3,9.6,1.3,8,45.2
Oxford,1934,4,12.7,4.5,3,53.0
Oxford,1934,5,17.6,6.9,0,18.0
Oxford,1934,6,21.1,10.6,0,36.6
Oxford,1934,7,25.3,12.9,0,24.0
Oxford,1934,8,21.1,11.4,0,46.2
Oxford,1934,9,20.2,10.7,0,61.4
Oxford,1934,10,14.5,7.6,1,34.9
Oxford,1934,11,9.3,3.9,3,41.4
Oxford,1934,12,10.5,5.9,0,142.2
Oxford,1935,1,7.3,2.5,5,13.9
Oxford,1935,2,9.3,2.9,4,52.0
Oxford,1935,3,11.1,2.8,6,11.4
Oxford,1935,4,12.6,4.4,3,91.8
Oxford,1935,5,15.1,5.4,2,35.9
Oxford,1935,6,20.0,11.2,0,114.6
Oxford,1935,7,23.9,12.7,0,12.9
Oxford,1935,8,23.4,12.1,0,45.3
Oxford,1935,9,18.7,10.2,0,116.3
Oxford,1935,10,14.0,6.1,3,94.9
Oxford,1935,11,10.4,4.3,2,103.1
Oxford,1935,12,5.6,0.9,12,78.8
Oxford,1936,1,7.2,1.7,12,80.3
Oxford,1936,2,6.2,-0.3,15,39.6
Oxford,1936,3,11.0,4.1,4,46.5
Oxford,1936,4,10.7,2.9,4,41.8
Oxford,1936,5,17.1,6.8,0,10.7
Oxford,1936,6,20.0,10.6,0,91.6
Oxford,1936,7,19.6,12.0,0,87.1
Oxford,1936,8,22.2,11.7,0,21.0
Oxford,1936,9,18.7,11.3,0,83.7
Oxford,1936,10,13.8,5.2,0,33.6
Oxford,1936,11,9.0,2.2,10,67.7
Oxford,1936,12,8.5,2.2,8,50.7
Oxford,1937,1,8.4,2.5,6,84.8
Oxford,1937,2,9.5,3.5,2,120.3
Oxford,1937,3,7.7,0.8,12,77.5
Oxford,1937,4,13.5,5.8,1,66.9
Oxford,1937,5,17.5,8.2,0,66.7
Oxford,1937,6,20.0,10.0,0,39.8
Oxford,1937,7,21.2,12.6,0,35.2
Oxford,1937,8,23.6,12.5,0,11.2
Oxford,1937,9,19.3,9.1,0,50.4
Oxford,1937,10,14.8,7.2,0,68.6
Oxford,1937,11,8.6,1.6,11,31.0
Oxford,1937,12,6.0,0.7,14,48.5
Oxford,1938,1,8.8,3.4,0,67.3
Oxford,1938,2,8.2,2.0,6,21.3
Oxford,1938,3,15.5,4.3,5,8.9
Oxford,1938,4,13.0,2.5,5,2.7
Oxford,1938,5,15.9,6.5,1,50.1
Oxford,1938,6,20.3,10.8,0,24.3
Oxford,1938,7,21.0,11.7,0,30.4
Oxford,1938,8,21.9,12.6,0,91.8
Oxford,1938,9,19.0,10.1,0,54.5
Oxford,1938,10,14.7,7.1,0,72.0
Oxford,1938,11,12.9,6.9,0,80.6
Oxford,1938,12,7.2,1.5,11,73.5
Oxford,1939,1,7.4,2.3,6,113.0
Oxford,1939,2,9.5,2.8,4,26.6
Oxford,1939,3,9.6,2.8,4,40.0
Oxford,1939,4,14.1,4.9,1,76.8
Oxford,1939,5,163.0,7.3,0,30.1
Oxford,1939,6,19.5,9.7,0,49.9
Oxford,1939,7,19.8,12.1,0,106.2
Oxford,1939,8,21.5,12.4,0,42.6
Oxford,1939,9,19.3,10.8,0,13.8
Oxford,1939,10,12.5,5.2,0,134.0
Oxford,1939,11,12.3,6.5,0,104.3
Oxford,1939,12,5.6,0.6,11,36.3
Oxford,1940,1,1.9,-4.6,26,74.2
Oxford,1940,2,5.6,0.2,13,55.8
Oxford,1940,3,10.8,2.5,7,64.3
Oxford,1940,4,13.9,5.0,5,45.2
Oxford,1940,5,18.6,7.8,0,38.0
Oxford,1940,6,22.6,11.1,0,15.3
Oxford,1940,7,20.5,11.1,0,61.0
Oxford,1940,8,22.1,11.1,0,1.8
Oxford,1940,9,19.2,8.6,0,24.1
Oxford,1940,10,13.9,6.0,1,67.1
Oxford,1940,11,10.3,4.3,2,175.5
Oxford,1940,12,6.6,0.8,11,32.8
Oxford,1941,1,3.0,-1.2,17,64.4
Oxford,1941,2,7.3,1.3,11,63.9
Oxford,1941,3,9.4,1.4,10,64.5
Oxford,1941,4,11.2,3.1,3,26.3
Oxford,1941,5,14.1,5.0,5,43.7
Oxford,1941,6,21.0,10.9,0,52.9
Oxford,1941,7,23.6,13.1,0,112.7
Oxford,1941,8,19.3,11.3,0,85.1
Oxford,1941,9,19.0,10.4,0,10.6
Oxford,1941,10,14.7,6.4,0,28.8
Oxford,1941,11,10.0,4.2,2,66.6
Oxford,1941,12,8.3,2.7,6,29.8
Oxford,1942,1,3.5,-2.0,20,87.5
Oxford,1942,2,2.8,-2.6,25,16.8
Oxford,1942,3,9.4,1.9,9,60.3
Oxford,1942,4,14.3,5.1,0,26.0
Oxford,1942,5,16.8,6.8,0,78.8
Oxford,1942,6,21.5,9.5,0,4.1
Oxford,1942,7,20.9,11.8,0,46.8
Oxford,1942,8,21.8,12.8,0,94.2
Oxford,1942,9,18.6,10.0,0,28.4
Oxford,1942,10,14.6,7.3,0,89.4
Oxford,1942,11,8.4,1.9,6,50.0
Oxford,1942,12,9.4,4.7,2,85.9
Oxford,1943,1,8.3,2.9,7,96.5
Oxford,1943,2,9.5,2.7,3,23.7
Oxford,1943,3,11.7,2.2,8,19.6
Oxford,1943,4,16.2,6.9,0,25.7
Oxford,1943,5,18.2,7.7,0,57.4
Oxford,1943,6,20.1,10.3,0,43.0
Oxford,1943,7,23.0,11.9,0,25.0
Oxford,1943,8,21.8,12.4,0,56.9
Oxford,1943,9,18.8,9.2,0,44.0
Oxford,1943,10,15.0,6.8,0,62.0
Oxford,1943,11,9.6,3.1,5,35.1
Oxford,1943,12,6.3,0.7,12,26.0
Oxford,1944,1,9.2,3.0,6,36.3
Oxford,1944,2,6.4,0.9,10,23.2
Oxford,1944,3,10.3,1.2,10,6.5
Oxford,1944,4,15.8,6.1,0,36.2
Oxford,1944,5,18.3,6.5,1,18.1
Oxford,1944,6,19.0,9.6,0,52.2
Oxford,1944,7,21.5,13.1,0,56.2
Oxford,1944,8,23.2,13.0,0,49.0
Oxford,1944,9,17.9,8.6,0,64.8
Oxford,1944,10,13.2,6.6,0,85.6
Oxford,1944,11,9.8,3.6,4,91.0
Oxford,1944,12,6.0,0.8,11,40.5
Oxford,1945,1,3.2,-2.0,22,49.9
Oxford,1945,2,10.9,4.7,0,46.8
Oxford,1945,3,13.1,3.9,3,20.4
Oxford,1945,4,16.1,5.6,2,32.6
Oxford,1945,5,18.0,8.2,2,54.0
Oxford,1945,6,19.7,10.8,0,66.2
Oxford,1945,7,22.1,12.8,0,52.0
Oxford,1945,8,21.3,11.7,0,37.2
Oxford,1945,9,18.6,11.5,0,47.5
Oxford,1945,10,16.5,8.0,0,69.4
Oxford,1945,11,10.0,4.4,4,4.8
Oxford,1945,12,8.1,2.5,4,88.9
Oxford,1946,1,5.9,0.1,16,35.2
Oxford,1946,2,9.4,4.0,3,56.1
Oxford,1946,3,9.6,1.3,9,24.4
Oxford,1946,4,16.1,5.0,0,34.4
Oxford,1946,5,15.7,6.2,0,78.6
Oxford,1946,6,18.1,9.5,0,58.3
Oxford,1946,7,22.3,12.7,0,32.2
Oxford,1946,8,20.1,11.4,0,92.2
Oxford,1946,9,18.4,11.0,0,85.4
Oxford,1946,10,13.7,7.1,3,20.2
Oxford,1946,11,11.2,5.7,1,114.1
Oxford,1946,12,6.2,-0.1,13,53.8
Oxford,1947,1,4.9,-0.6,15,35.2
Oxford,1947,2,-0.2,-4.4,26,42.5
Oxford,1947,3,7.7,1.3,14,132.9
Oxford,1947,4,13.8,5.2,0,47.0
Oxford,1947,5,19.2,9.0,0,47.9
Oxford,1947,6,21.5,11.4,0,27.4
Oxford,1947,7,22.6,13.6,0,43.2
Oxford,1947,8,25.8,13.1,0,15.0
Oxford,1947,9,20.7,11.1,0,29.3
Oxford,1947,10,15.8,5.6,2,10.5
Oxford,1947,11,10.9,4.6,8,32.2
Oxford,1947,12,8.1,2.8,6,44.9
Oxford,1948,1,9.1,3.2,4,127.3
Oxford,1948,2,7.9,2.2,11,22.6
Oxford,1948,3,14.0,3.5,4,18.5
Oxford,1948,4,14.8,4.4,2,42.6
Oxford,1948,5,17.5,6.5,0,126.0
Oxford,1948,6,18.5,9.9,0,53.7
Oxford,1948,7,21.1,12.1,0,21.7
Oxford,1948,8,20.1,11.9,0,87.3
Oxford,1948,9,19.1,10.7,0,63.1
Oxford,1948,10,14.3,6.4,3,59.3
Oxford,1948,11,10.5,4.2,7,38.3
Oxford,1948,12,9.1,3.4,5,68.7
Oxford,1949,1,8.6,3.1,5,23.4
Oxford,1949,2,10.3,1.6,8,25.8
Oxford,1949,3,9.0,1.7,9,43.2
Oxford,1949,4,15.5,6.1,1,33.4
Oxford,1949,5,16.7,6.6,0,61.4
Oxford,1949,6,21.6,10.3,0,11.7
Oxford,1949,7,24.7,12.8,0,23.0
Oxford,1949,8,22.9,12.6,0,37.7
Oxford,1949,9,22.0,12.5,0,58.3
Oxford,1949,10,16.3,8.4,2,161.8
Oxford,1949,11,9.9,3.4,5,64.2
Oxford,1949,12,9.1,3.3,4,34.6
Oxford,1950,1,6.9,1.5,12,14.2
Oxford,1950,2,9.5,2.8,5,103.9
Oxford,1950,3,12.2,3.6,3,22.3
Oxford,1950,4,12.5,4.2,2,54.4
Oxford,1950,5,16.0,7.1,0,55.5
Oxford,1950,6,22.1,11.8,0,39.1
Oxford,1950,7,20.8,12.5,0,135.5
Oxford,1950,8,20.8,12.2,0,77.6
Oxford,1950,9,17.3,10.0,0,73.0
Oxford,1950,10,13.4,6.6,3,12.9
Oxford,1950,11,8.7,4.0,3,112.3
Oxford,1950,12,3.7,-0.7,20,33.3
Oxford,1951,1,7.1,2.0,8,78.0
Oxford,1951,2,6.9,1.4,4,87.5
Oxford,1951,3,8.0,1.6,9,90.2
Oxford,1951,4,12.0,2.9,1,64.8
Oxford,1951,5,14.5,6.5,0,53.4
Oxford,1951,6,19.7,9.4,0,35.9
Oxford,1951,7,22.3,12.1,0,34.2
Oxford,1951,8,19.9,11.7,0,93.7
Oxford,1951,9,18.8,10.7,0,125.1
Oxford,1951,10,13.8,5.0,4,22.9
Oxford,1951,11,11.7,6.2,1,132.1
Oxford,1951,12,9.0,3.0,5,39.8
Oxford,1952,1,6.0,0.3,13,46.4
Oxford,1952,2,6.9,0.3,13,13.3
Oxford,1952,3,10.5,3.9,4,61.1
Oxford,1952,4,15.2,5.4,2,41.2
Oxford,1952,5,19.1,9.5,0,56.6
Oxford,1952,6,20.5,10.5,0,34.0
Oxford,1952,7,23.0,12.9,0,7.5
Oxford,1952,8,21.1,12.6,0,108.5
Oxford,1952,9,15.7,7.2,0,43.0
Oxford,1952,10,12.9,5.6,4,95.5
Oxford,1952,11,7.0,1.3,7,96.8
Oxford,1952,12,6.0,-0.6,16,55.2
Oxford,1953,1,5.4,0.8,13,21.8
Oxford,1953,2,7.3,1.1,11,40.4
Oxford,1953,3,10.8,0.3,17,17.2
Oxford,1953,4,12.5,3.5,1,53.0
Oxford,1953,5,17.9,8.2,0,42.8
Oxford,1953,6,18.7,10.5,0,40.5
Oxford,1953,7,20.4,11.7,0,82.1
Oxford,1953,8,21.7,12.2,0,74.1
Oxford,1953,9,18.6,10.0,0,47.3
Oxford,1953,10,14.0,6.5,0,56.0
Oxford,1953,11,11.3,5.9,0,39.7
Oxford,1953,12,9.5,5.0,0,18.0
Oxford,1954,1,5.6,0.3,16,33.0
Oxford,1954,2,6.5,0.2,10,59.7
Oxford,1954,3,10.1,2.9,4,64.4
Oxford,1954,4,12.8,2.8,5,10.1
Oxford,1954,5,15.9,7.2,0,53.3
Oxford,1954,6,17.9,10.3,0,92.3
Oxford,1954,7,18.6,11.3,0,55.8
Oxford,1954,8,19.2,11.3,0,80.1
Oxford,1954,9,17.6,9.4,0,66.3
Oxford,1954,10,15.8,9.3,1,54.9
Oxford,1954,11,10.9,3.8,5,112.2
Oxford,1954,12,9.6,4.4,3,51.4
Oxford,1955,1,5.4,0.3,13,62.7
Oxford,1955,2,4.5,-1.1,18,36.3
Oxford,1955,3,7.5,-0.4,19,36.5
Oxford,1955,4,14.6,5.6,0,16.6
Oxford,1955,5,14.6,6.0,0,113.5
Oxford,1955,6,19.3,10.1,0,107.4
Oxford,1955,7,23.7,12.6,0,7.4
Oxford,1955,8,24.3,13.6,0,11.5
Oxford,1955,9,19.4,10.0,0,38.3
Oxford,1955,10,13.9,5.4,4,40.1
Oxford,1955,11,10.4,3.7,6,35.4
Oxford,1955,12,9.4,2.2,6,79.1
Oxford,1956,1,6.7,1.0,13,99.5
Oxford,1956,2,2.5,-3.5,21,11.4
Oxford,1956,3,10.8,2.2,8,17.3
Oxford,1956,4,12.2,2.6,2,48.1
Oxford,1956,5,18.2,7.1,0,8.5
Oxford,1956,6,17.9,9.6,0,62.7
Oxford,1956,7,20.9,12.5,0,62.0
Oxford,1956,8,18.4,10.6,0,114.9
Oxford,1956,9,18.4,11.1,0,60.0
Oxford,1956,10,13.6,5.8,0,45.9
Oxford,1956,11,9.1,2.9,4,19.7
Oxford,1956,12,8.2,3.5,10,80.7
Oxford,1957,1,8.6,3.0,4,41.0
Oxford,1957,2,9.1,3.2,6,71.7
Oxford,1957,3,13.6,5.9,1,43.1
Oxford,1957,4,13.5,5.1,1,9.9
Oxford,1957,5,15.4,6.2,0,42.4
Oxford,1957,6,22.2,10.1,0,55.7
Oxford,1957,7,21.5,13.4,0,85.4
Oxford,1957,8,20.4,12.1,0,95.9
Oxford,1957,9,16.9,9.7,0,101.5
Oxford,1957,10,15.4,7.6,0,52.6
Oxford,1957,11,8.8,3.7,3,50.5
Oxford,1957,12,7.4,1.6,10,64.4
Oxford,1958,1,6.6,1.0,11,90.2
Oxford,1958,2,9.0,2.3,8,65.4
Oxford,1958,3,7.8,0.9,14,34.6
Oxford,1958,4,12.1,3.6,6,27.5
Oxford,1958,5,16.4,7.9,0,54.4
Oxford,1958,6,19.1,10.7,0,84.2
Oxford,1958,7,20.8,12.3,0,63.6
Oxford,1958,8,20.2,12.7,0,67.3
Oxford,1958,9,19.3,11.8,0,80.3
Oxford,1958,10,14.4,8.1,0,72.5
Oxford,1958,11,9.3,4.2,1,76.7
Oxford,1958,12,7.4,2.7,4,83.5
Oxford,1959,1,4.9,-0.6,20,94.1
Oxford,1959,2,7.1,1.3,12,2.2
Oxford,1959,3,11.4,4.1,0,86.6
Oxford,1959,4,14.2,6.3,0,52.2
Oxford,1959,5,18.3,7.7,0,25.8
Oxford,1959,6,21.0,10.9,0,25.2
Oxford,1959,7,23.9,12.8,0,64.9
Oxford,1959,8,23.3,13.0,0,44.0
Oxford,1959,9,21.8,9.4,0,5.4
Oxford,1959,10,17.3,7.8,0,49.1
Oxford,1959,11,10.6,3.7,7,44.9
Oxford,1959,12,9.2,3.4,2,124.0
Oxford,1960,1,6.5,1.6,12,82.3
Oxford,1960,2,7.5,1.9,6,50.6
Oxford,1960,3,9.8,3.9,1,24.9
Oxford,1960,4,14.0,4.8,3,16.9
Oxford,1960,5,17.8,8.8,0,61.4
Oxford,1960,6,21.8,11.9,0,111.0
Oxford,1960,7,19.6,11.9,0,110.1
Oxford,1960,8,20.0,11.4,0,50.5
Oxford,1960,9,17.8,9.8,0,104.8
Oxford,1960,10,13.8,7.9,0,138.6
Oxford,1960,11,10.8,4.7,1,106.1
Oxford,1960,12,6.6,2.2,2,107.5
Oxford,1961,1,6.6,1.8,5,86.1
Oxford,1961,2,10.3,4.9,0,53.4
Oxford,1961,3,13.6,3.7,3,4.5
Oxford,1961,4,14.4,7.0,0,75.9
Oxford,1961,5,16.3,7.2,0,28.0
Oxford,1961,6,20.9,10.2,0,33.9
Oxford,1961,7,21.1,11.9,0,54.3
Oxford,1961,8,21.1,12.0,0,59.1
Oxford,1961,9,20.4,11.5,0,56.9
Oxford,1961,10,15.0,7.5,1,67.7
Oxford,1961,11,9.2,3.1,6,36.9
Oxford,1961,12,5.3,-0.3,18,97.8
Oxford,1962,1,7.5,1.6,6,94.7
Oxford,1962,2,7.5,1.6,7,10.3
Oxford,1962,3,7.3,-0.7,17,32.4
Oxford,1962,4,12.0,4.5,0,50.7
Oxford,1962,5,14.8,7.0,0,38.6
Oxford,1962,6,19.8,9.3,0,5.5
Oxford,1962,7,20.2,11.8,0,54.6
Oxford,1962,8,19.4,11.6,0,96.1
Oxford,1962,9,17.0,9.5,0,115.0
Oxford,1962,10,14.8,6.8,1,29.6
Oxford,1962,11,8.3,2.8,7,55.1
Oxford,1962,12,4.2,-1.6,17,50.4
Oxford,1963,1,-0.2,-5.8,28,27.9
Oxford,1963,2,1.7,-3.1,25,10.4
Oxford,1963,3,9.8,3.1,5,75.9
Oxford,1963,4,13.2,5.7,0,50.4
Oxford,1963,5,15.6,6.9,0,43.6
Oxford,1963,6,19.9,11.0,0,65.9
Oxford,1963,7,20.4,11.4,0,48.0
Oxford,1963,8,18.7,11.2,0,81.4
Oxford,1963,9,17.6,9.7,0,58.0
Oxford,1963,10,14.8,8.4,0,44.4
Oxford,1963,11,11.4,6.3,0,115.4
Oxford,1963,12,4.9,0.0,16,18.6
Oxford,1964,1,5.6,1.1,9,13.0
Oxford,1964,2,7.4,2.5,7,22.2
Oxford,1964,3,7.2,2.1,7,92.6
Oxford,1964,4,12.7,5.6,1,59.5
Oxford,1964,5,18.6,9.3,0,44.4
Oxford,1964,6,18.6,10.7,0,49.3
Oxford,1964,7,22.0,12.7,0,21.2
Oxford,1964,8,21.7,11.8,0,14.6
Oxford,1964,9,20.6,9.6,0,15.5
Oxford,1964,10,13.3,4.9,2,17.5
Oxford,1964,11,10.5,5.0,1,25.0
Oxford,1964,12,6.8,0.7,13,43.7
Oxford,1965,1,6.4,1.2,14,56.0
Oxford,1965,2,5.6,0.5,13,5.8
Oxford,1965,3,10.1,1.8,10,44.2
Oxford,1965,4,13.1,4.5,2,49.4
Oxford,1965,5,16.3,8.4,0,63.8
Oxford,1965,6,19.1,10.8,0,53.4
Oxford,1965,7,18.5,11.0,0,90.0
Oxford,1965,8,20.1,11.0,0,61.7
Oxford,1965,9,16.9,9.1,0,75.4
Oxford,1965,10,15.2,7.0,0,12.0
Oxford,1965,11,8.0,1.9,11,51.2
Oxford,1965,12,8.1,2.4,5,95.5
Oxford,1966,1,5.0,0.8,15,30.8
Oxford,1966,2,9.0,4.6,1,74.9
Oxford,1966,3,10.7,3.2,3,9.9
Oxford,1966,4,11.1,5.0,3,81.7
Oxford,1966,5,16.3,7.2,0,54.0
Oxford,1966,6,20.8,11.3,0,56.6
Oxford,1966,7,19.8,11.7,0,80.9
Oxford,1966,8,19.9,11.1,0,78.8
Oxford,1966,9,18.5,10.3,0,52.5
Oxford,1966,10,14.2,7.9,0,122.7
Oxford,1966,11,8.3,2.9,4,28.0
Oxford,1966,12,9.1,3.0,2,80.4
Oxford,1967,1,7.2,2.6,8,35.5
Oxford,1967,2,8.9,2.9,5,64.3
Oxford,1967,3,11.1,4.2,1,30.7
Oxford,1967,4,12.0,4.7,1,40.4
Oxford,1967,5,15.6,7.5,0,85.6
Oxford,1967,6,19.5,9.9,0,49.3
Oxford,1967,7,22.7,13.1,0,76.6
Oxford,1967,8,20.7,12.3,0,44.0
Oxford,1967,9,17.7,10.9,0,59.4
Oxford,1967,10,14.2,8.8,0,121.7
Oxford,1967,11,8.9,3.0,5,29.2
Oxford,1967,12,7.1,2.0,12,63.3
Oxford,1968,1,7.3,2.0,8,57.9
Oxford,1968,2,4.7,-0.1,16,26.8
Oxford,1968,3,10.8,3.6,5,19.5
Oxford,1968,4,13.0,4.4,6,46.1
Oxford,1968,5,14.5,6.7,0,66.2
Oxford,1968,6,19.9,11.4,0,69.2
Oxford,1968,7,19.7,12.0,0,141.6
Oxford,1968,8,19.4,12.3,0,91.7
Oxford,1968,9,18.0,11.1,0,108.3
Oxford,1968,10,15.8,10.6,0,67.7
Oxford,1968,11,8.9,4.6,3,54.5
Oxford,1968,12,5.1,1.1,11,63.6
Oxford,1969,1,8.6,3.6,6,74.9
Oxford,1969,2,4.2,-0.9,16,39.9
Oxford,1969,3,7.3,1.1,8,48.3
Oxford,1969,4,13.1,3.7,5,37.0
Oxford,1969,5,16.4,8.3,0,88.8
Oxford,1969,6,19.9,9.5,0,20.7
Oxford,1969,7,23.2,13.1,0,49.0
Oxford,1969,8,21.3,13.2,0,87.9
Oxford,1969,9,17.7,10.8,0,32.8
Oxford,1969,10,16.7,9.9,0,5.0
Oxford,1969,11,9.0,3.2,5,52.0
Oxford,1969,12,6.0,1.2,9,72.9
Oxford,1970,1,6.6,1.9,10,66.6
Oxford,1970,2,6.6,0.6,11,49.2
Oxford,1970,3,7.6,0.6,12,45.8
Oxford,1970,4,11.3,3.8,3,75.9
Oxford,1970,5,18.8,8.7,0,22.9
Oxford,1970,6,22.4,11.6,0,43.0
Oxford,1970,7,20.4,11.9,0,42.3
Oxford,1970,8,21.0,12.2,0,51.9
Oxford,1970,9,19.4,11.2,0,40.3
Oxford,1970,10,15.0,7.4,0,19.5
Oxford,1970,11,11.4,5.6,1,150.3
Oxford,1970,12,6.7,1.8,13,33.9
Oxford,1971,1,7.2,2.5,7,105.3
Oxford,1971,2,7.9,1.5,8,22.1
Oxford,1971,3,8.7,2.2,8,42.9
Oxford,1971,4,12.0,4.3,1,44.8
Oxford,1971,5,17.3,7.4,0,46.3
Oxford,1971,6,16.7,9.4,0,135.8
Oxford,1971,7,23.2,13.1,0,37.3
Oxford,1971,8,20.3,12.7,0,133.2
Oxford,1971,9,19.5,9.8,0,13.4
Oxford,1971,10,15.8,7.4,0,74.2
Oxford,1971,11,9.8,3.0,7,61.3
Oxford,1971,12,8.7,4.6,3,24.0
Oxford,1972,1,6.4,2.0,6,60.5
Oxford,1972,2,7.0,2.5,1,50.8
Oxford,1972,3,11.8,2.8,4,63.2
Oxford,1972,4,12.2,5.4,0,45.8
Oxford,1972,5,15.1,7.4,0,49.8
Oxford,1972,6,16.6,8.8,0,55.8
Oxford,1972,7,21.0,11.8,0,23.3
Oxford,1972,8,20.7,11.6,0,29.8
Oxford,1972,9,16.5,8.3,0,31.0
Oxford,1972,10,14.8,7.4,0,25.9
Oxford,1972,11,9.5,3.8,7,65.8
Oxford,1972,12,8.7,3.5,2,74.0
Oxford,1973,1,6.8,2.1,10,24.4
Oxford,1973,2,7.7,1.3,11,15.0
Oxford,1973,3,11.0,2.1,4,10.8
Oxford,1973,4,12.1,4.2,2,42.4
Oxford,1973,5,16.2,8.1,0,71.2
Oxford,1973,6,20.9,10.9,0,109.3
Oxford,1973,7,20.8,12.2,0,60.0
Oxford,1973,8,22.5,12.8,0,28.8
Oxford,1973,9,19.7,11.0,0,32.7
Oxford,1973,10,12.8,5.5,1,40.8
Oxford,1973,11,9.8,3.2,10,28.3
Oxford,1973,12,8.3,2.3,8,30.9
Oxford,1974,1,9.3,3.6,3,65.0
Oxford,1974,2,8.7,3.1,4,77.7
Oxford,1974,3,9.3,2.4,6,36.7
Oxford,1974,4,13.0,3.8,0,4.2
Oxford,1974,5,16.1,6.8,0,31.6
Oxford,1974,6,19.1,10.1,0,78.7
Oxford,1974,7,20.1,12.2,0,41.7
Oxford,1974,8,20.6,11.3,0,97.2
Oxford,1974,9,16.5,9.1,0,156.1
Oxford,1974,10,11.0,4.9,1,66.4
Oxford,1974,11,10.1,5.0,0,95.1
Oxford,1974,12,10.6,5.9,0,33.4
Oxford,1975,1,9.8,4.6,1,69.4
Oxford,1975,2,7.9,1.8,4,29.7
Oxford,1975,3,7.8,2.5,6,95.2
Oxford,1975,4,12.8,5.3,4,46.9
Oxford,1975,5,14.3,6.4,0,49.0
Oxford,1975,6,21.5,9.4,0,18.0
Oxford,1975,7,23.8,13.4,0,34.1
Oxford,1975,8,25.1,14.1,0,30.2
Oxford,1975,9,18.7,9.9,0,95.3
Oxford,1975,10,14.2,6.5,1,11.0
Oxford,1975,11,9.8,2.5,7,37.9
Oxford,1975,12,7.5,1.7,10,21.7
